CarTitle,ImageURL,Price,Rating,PageDirectionLink,carPassenger,carTransmission Type,carSpecification
Hyundai Elantra,https://mediaim.expedia.com/cars/1061/62567b66-4295-43e2-a5d0-5730ff0db5fa.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$58,1.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol7Dhet30NuYNn98LhwEuPHZwv171qJFTKkocK0bsqllPioeCIHsTE4HGwvyTpmd1Q&dailyPriceShown=57.89&totalPriceShown=85.88&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Chevrolet Sonic,https://mediaim.expedia.com/cars/1061/c58af62a-6cb1-4bce-97d2-b5363f333ffb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$58,1.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol7Dhet30NuYNn98LhwEuPHDGUPfgZ8aViKpLJxWFYBV_ioeCIHsTE4HGwvyTpmd1Q&dailyPriceShown=57.89&totalPriceShown=85.88&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,4,Automatic,Compact
Honda Fit,https://mediaim.expedia.com/cars/69/ff9529d6-f5d8-4c97-a933-002e6405484d.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$61,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjcadnvOt9psLY0FsDuKw716EKOhXHxFiKfUedoq8tthI&referenceTotalShown=94.0&dailyPriceShown=60.64&totalPriceShown=89.54&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=443.08&offerQualifiers=GreatDeal&isCaliforniaUser=false,5,Automatic,Mini
Toyota Corolla,https://mediaim.expedia.com/cars/69/e45051ff-5242-4452-be15-ea296e804738.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$61,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjCBU61eEOrfpUf5KCw--7A6EKOhXHxFiKfUedoq8tthI&referenceTotalShown=94.0&dailyPriceShown=60.64&totalPriceShown=89.54&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Toyota Yaris,https://mediaim.expedia.com/cars/69/eca60b09-fcd3-4a7c-ad06-b328ab2a88d1.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$61,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjYMGw7--Ju5Pz0nkGtXA6-qEKOhXHxFiKfUedoq8tthI&referenceTotalShown=94.0&dailyPriceShown=60.64&totalPriceShown=89.54&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.17&isCaliforniaUser=false,5,Automatic,Economy
Compact or,https://mediaim.expedia.com/cars/69/a2fe7f5f-c48c-4148-9782-8de5ffbb6b26.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$61,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjc7d_VVR6cRpD0h6IoJdTv6EKOhXHxFiKfUedoq8tthI&referenceTotalShown=94.0&dailyPriceShown=60.64&totalPriceShown=89.54&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,5,Automatic,Special
Honda Civic,https://mediaim.expedia.com/cars/69/a2fe29c0-9020-4219-b9da-c1f5f306e850.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$61,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrj_kAv96Zj-NuM-cnPrgQH26EKOhXHxFiKfUedoq8tthI&referenceTotalShown=94.0&dailyPriceShown=60.64&totalPriceShown=89.54&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact
Jeep Wrangler,https://mediaim.expedia.com/cars/69/b875d844-12ed-4e39-b8a9-30295ae715d9.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$61,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjCoXrVoIh1zQ3s7BNmZIWcqEKOhXHxFiKfUedoq8tthI&referenceTotalShown=95.0&dailyPriceShown=61.33&totalPriceShown=90.46&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,5,Automatic,Special SUV
Chevrolet Spark,https://mediaim.expedia.com/cars/45/cf3108ca-e380-45f3-8a92-a59c4b343f80.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$70,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXtQxJ26wMxF1baggkuBK48tqDIHscDo9stMflirPE-rM&dailyPriceShown=69.53&totalPriceShown=92.94&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.17&isCaliforniaUser=false,4,Automatic,Economy
Dodge Pro,https://mediaim.expedia.com/cars/1101/d6ac0cdc-f93b-4fe4-a369-8ac7a9212eda.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolEC1Jzyo6W-yV4tvZnNf59IWDzNA7dyolLXpHcwd3OjYNUnlG2mIyjgUkLDRsr1q0&dailyPriceShown=63.53&totalPriceShown=93.35&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,2,Automatic,Fullsize Commercial Van/Truck
Toyota Yaris,https://mediaim.expedia.com/cars/69/eca60b09-fcd3-4a7c-ad06-b328ab2a88d1.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCYMGw7--Ju5Pz0nkGtXA6-qEKOhXHxFiKfUedoq8tthI&dailyPriceShown=63.83&totalPriceShown=93.8&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=171.17&isCaliforniaUser=false,5,Automatic,Economy
Toyota Corolla,https://mediaim.expedia.com/cars/69/e45051ff-5242-4452-be15-ea296e804738.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCCBU61eEOrfpUf5KCw--7A6EKOhXHxFiKfUedoq8tthI&dailyPriceShown=63.83&totalPriceShown=93.8&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=172.29&isCaliforniaUser=false,5,Automatic,Standard
Honda Fit,https://mediaim.expedia.com/cars/69/ff9529d6-f5d8-4c97-a933-002e6405484d.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCcadnvOt9psLY0FsDuKw716EKOhXHxFiKfUedoq8tthI&dailyPriceShown=63.83&totalPriceShown=93.8&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=443.08&isCaliforniaUser=false,5,Automatic,Mini
Honda Civic,https://mediaim.expedia.com/cars/69/a2fe29c0-9020-4219-b9da-c1f5f306e850.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwC_kAv96Zj-NuM-cnPrgQH26EKOhXHxFiKfUedoq8tthI&dailyPriceShown=63.83&totalPriceShown=93.8&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact
Compact or,https://mediaim.expedia.com/cars/69/a2fe7f5f-c48c-4148-9782-8de5ffbb6b26.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCc7d_VVR6cRpD0h6IoJdTv6EKOhXHxFiKfUedoq8tthI&dailyPriceShown=63.83&totalPriceShown=93.8&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,5,Automatic,Special
Toyota Matrix,https://mediaim.expedia.com/cars/45/0e2bf070-bb62-4781-b3cb-ad93feb362fe.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$70,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXcZhNHdqWtoH0nxeGwXKr9Qs2R1W_Pw4ey8EWevJwgEs&dailyPriceShown=70.25&totalPriceShown=93.88&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact
Hyundai Sonata,https://mediaim.expedia.com/cars/1061/c99a94ee-d472-4627-8770-f26d53e1c0bb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$64,1.20,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol7Dhet30NuYNn98LhwEuPHZUv336NiJfiGBBLg2cIQZfioeCIHsTE4HGwvyTpmd1Q&dailyPriceShown=64.09&totalPriceShown=94.14&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=156.08&offerQualifiers=GreatDeal&isCaliforniaUser=false,5,Automatic,Premium
Jeep Wrangler,https://mediaim.expedia.com/cars/69/b875d844-12ed-4e39-b8a9-30295ae715d9.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$65,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomguAiov96ecoeW-H9OCtwCCoXrVoIh1zQ3s7BNmZIWcqEKOhXHxFiKfUedoq8tthI&dailyPriceShown=64.55&totalPriceShown=94.76&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=114.32&isCaliforniaUser=false,5,Automatic,Special SUV
Toyota Corolla,https://mediaim.expedia.com/cars/45/9dce9d75-b9da-48ab-aaf7-f2ffd5752b2b.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$71,3.80,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvon8tSBHuFetCgNauf8EimqXzTJfnZvv11P9CdwPj0DgQNqDIHscDo9stMflirPE-rM&dailyPriceShown=70.98&totalPriceShown=94.82&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize
Fully electric,https://mediaim.expedia.com/cars/39/fbbf17a7-e6d5-4419-8854-0c8675f2a827.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$70,4.10,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvokrogzHQJcyrdjq4RcwXYylp1H175GW3P6xCgqXnpXMjvPVieK9B_mz_EFlIF5KTiQ&referenceTotalShown=98.0&dailyPriceShown=69.66&totalPriceShown=96.0&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize
Fully electric,https://mediaim.expedia.com/cars/41/916670af-4861-418a-9bfb-f8232450abcf.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$71,4.05,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvolB2ULB4_Gpq3vJ-lTKBmV5aWu16JHkCpN4ZF2_BecmgAP_976GswxJeOmkMetOSSk&referenceTotalShown=100.0&dailyPriceShown=71.08&totalPriceShown=97.87&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize
Nissan Sentra,https://mediaim.expedia.com/cars/69/1978ee77-c92b-46a9-a96a-06eddad9b737.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$68,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjH4d2iAuZUhtCRDUVuh8tV6EKOhXHxFiKfUedoq8tthI&referenceTotalShown=104.0&dailyPriceShown=68.22&totalPriceShown=99.65&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize
Toyota Camry,https://mediaim.expedia.com/cars/69/6370d656-bcf1-4596-9151-c1df457082b7.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$68,1.45,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvol4JGWCEJ8kxtVGiqJbdgrjzvesrwuptViZu4nh2aV2QaEKOhXHxFiKfUedoq8tthI&referenceTotalShown=104.0&dailyPriceShown=68.22&totalPriceShown=99.65&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=155.07&isCaliforniaUser=false,5,Automatic,Fullsize
Forte_E350cargoboxtruck or,https://mediaim.expedia.com/cars/1101/b617f137-5609-4e3b-9871-0815dc93ab3d.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$101,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomIbMu3XkVANfp9r73oN4icOlyyvvWRUNpvTcejUO8k3an0S_n5HJMJMyEoFUAOchs&dailyPriceShown=100.54&totalPriceShown=100.54&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,2,Automatic,Compact Commercial Van/Truck
Kia_Seltos or,https://mediaim.expedia.com/cars/1101/39a2e74e-72a0-4c6a-b502-597ac8a8bfdb.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$101,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomzla7dhDusjN4cgFn_EcJdFJx9V5dqnBP-14uXRRkkkRb-GflVodmSmGOyMVBCFZY&dailyPriceShown=100.78&totalPriceShown=100.78&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=164.57&isCaliforniaUser=false,5,Automatic,Compact SUV
Nissan_Rogue or,https://mediaim.expedia.com/cars/1101/e3603387-84db-4c60-9da7-ebbffb7f05c2.jpg?impolicy=resizecrop&ra=fit&rh=165&rw=165,$102,3.30,https://www.carrentals.com/carsearch/details?date1=8%2F7%2F2024&date2=8%2F8%2F2024&time1=1030AM&time2=1030AM&dpln=5921113&locn=Toronto+%28YYZ+-+Pearson+Intl.%29&rfrr=Homepage&piid=AQpJoP8-pKlZqilSbi05Xti7avjCnI7in9MF41jMKsvomzla7dhDusjN4cgFn_EcJd1cVt9ELJNxO6lVS3eoZyHBb-GflVodmSmGOyMVBCFZY&dailyPriceShown=101.52&totalPriceShown=101.52&searchUrl=%2Fcarsearch%3Fdate1%3D8%252F7%252F2024%26date2%3D8%252F8%252F2024%26time1%3D1030AM%26time2%3D1030AM%26dpln%3D5921113%26locn%3DToronto%2B%2528YYZ%2B-%2BPearson%2BIntl.%2529%26rfrr%3DHomepage&period=daily&isOffAirport=false&isTravelApiSearch=true&avgCatPR=157.72&isCaliforniaUser=false,5,Automatic,Midsize SUV
